Year,NCES ID,State ID (CDN),District Name,County,Reported Enrollment,Average Daily Attendance (ADA),Total Revenue,Local Tax Revenue,Other Local & Intermediate ,State Revenue,Federal Revenue,Local Tax Revenue (%),Other Local & Intermediate (%),State Revenue (%),Federal Revenue (%),Total Operating Expenditures (TOP),Payroll,Other Operating,Debt Service,Capital Outlay,TOP - Instruction ,TOP - Instructional Res Media,TOP - Curriculum/Staff Develop,Instructional Leadership,School Leadership,Guidance Counseling Svcs,Social Work Services,Health Services,Transportation,Food,Extracurricular,General Administration,Plant Maint/Operation,Security/Monitoring,Data Processing Services,Community Services,Total Disbursments,Total Expenditures,Recapture,Total Other Uses,Intergovernmental Charge,Program Operating Expenditures,Regular,Gifted & Talented,Career and Technical,Students with Disabilities,Accelerated Education,Bilingual,Nondisc Alt Ed-AEP Basic Serv,Disc Alt Ed-AEP Basic Serv,Disc Alt Ed-AEP Supplemental Serv,T1 A Schoolwide- St Comp >=40%,Athletics/Related Activities,High School Allotment,Prekindergarten,Total Tax Rate,M&O Rates,I&S Rates,Property Value,Property Value Per Pupil,Prop Val: Business,Prop Val: Residential,Prop Val: Land,Prop Val: Oil and Gas,Prop Val: Other,Wealth Per ADA,Recapture*,ASATAR*,Surplus,Deficit,Year Fixed
2015,4842280,246911,Taylor ISD,Williamson,"3,206","2,975.737","$40,559,486","$12,342,192","$2,415,026","$20,718,832","$5,083,436",30.43,5.95,51.08,12.53,"$32,841,375","$25,441,909","$7,416,628","$4,294,298","$1,340,080","$18,440,236","$270,701","$949,353","$585,022","$1,873,232","$1,264,532","$50,512","$276,753","$922,346","$1,628,820","$1,035,003","$1,047,656","$3,412,332","$69,260","$484,485","$531,132","$41,130,525","$38,492,915",$0,$0,"$2,637,610","$26,691,906","$11,938,060","$255,235","$1,249,465","$6,326,084","$4,711,834","$403,172",$0,$0,$0,$0,"$891,387","$234,007","$682,662",1.4500,1.1700,0.2800,"$781,753,757","$243,841","$318,509,650","$478,957,590","$33,425,397",$0,"$6,834,228","$273,524",$0,$0,"$7,044,659",$0,2015
2015,4842660,246912,Thrall ISD,Williamson,654,602.559,"$6,619,092","$2,470,980","$195,311","$3,751,923","$200,878",37.33,2.95,56.68,3.03,"$5,578,712","$4,184,157","$1,394,555","$383,124","$568,787","$3,058,948","$58,418","$51,541","$10,331","$346,081","$117,602","$19,722","$66,837","$188,037","$251,072","$400,663","$312,119","$584,062","$3,874","$109,405",$0,"$8,178,510","$6,530,623",$0,"$1,400,000","$247,887","$4,320,940","$2,591,646","$22,884","$339,016","$538,177","$370,484","$8,505",$0,$0,$0,$0,"$329,237",$626,"$120,365",1.1990,1.0400,0.1590,"$189,622,992","$289,943","$34,793,448","$63,943,381","$33,499,564","$1,890,811","$1,163,417","$324,702",$0,$0,"$4,160,926",$0,2015
2015,4827030,246913,Leander ISD,Williamson,"36,105","34,436.081","$384,246,847","$249,585,793","$18,042,956","$101,400,005","$15,218,093",64.95,4.7,26.39,3.96,"$297,194,748","$236,321,831","$63,910,276","$74,152,455","$84,546,905","$180,319,805","$3,132,897","$8,251,408","$2,503,170","$15,340,528","$10,839,107","$842,372","$2,130,905","$8,220,976","$13,412,844","$9,848,573","$5,423,498","$27,202,568","$1,215,805","$6,285,133","$2,225,159","$883,394,288","$458,931,467","$250,972","$422,214,974","$1,996,875","$229,553,174","$152,068,830","$4,674,574","$8,928,665","$46,809,171","$6,752,404","$1,479,692","$47,417","$934,388","$92,665",$0,"$5,620,912","$1,194,106","$950,350",1.5119,1.0400,0.4719,"$14,523,504,103","$402,257","$2,304,045,117","$12,551,836,262","$564,542,848","$2,633,624","$12,454,188","$447,714","$227,490",$0,"$294,267,921",$0,2015
2015,4815420,246914,Coupland ISD,Williamson,142,134.727,"$1,400,080","$632,438","$56,272","$642,640","$68,730",45.17,4.02,45.9,4.91,"$1,182,306","$924,198","$258,108",$0,$0,"$672,327","$41,550","$5,676",$0,"$60,267",$0,$0,$556,"$47,509","$74,091","$31,243","$85,653","$90,696","$13,431","$46,980","$12,327","$1,202,007","$1,182,306",$0,$0,"$19,701","$794,808","$689,379","$3,536",$0,"$38,465","$49,334","$1,712",$0,$0,$0,"$9,242","$3,140",$0,$0,1.0401,1.0401,0.0000,"$57,490,342","$404,862","$11,267,705","$18,538,261","$9,564,310","$5,169","$308,304","$581,431",$0,$0,"$1,534,831",$0,2015
2015,4819350,247901,Floresville ISD,Wilson,"3,935","3,688.115","$45,445,863","$17,221,779","$4,866,339","$20,396,988","$2,960,757",37.9,10.71,44.88,6.51,"$34,215,456","$25,697,857","$8,517,599","$5,981,759","$715,811","$18,370,163","$327,110","$223,995","$625,052","$1,786,803","$1,101,863","$26,188","$284,582","$2,711,083","$1,756,879","$1,122,313","$1,142,557","$4,209,783","$39,382","$466,175","$21,528","$62,639,091","$40,913,026",$0,"$19,240,602","$2,485,463","$25,624,665","$16,185,186","$103,907","$1,547,243","$3,903,232","$2,057,042","$80,967","$3,106","$97,682",$0,"$94,994","$803,828","$280,565","$466,913",1.4900,1.0400,0.4500,"$1,038,650,296","$263,952","$170,929,283","$776,199,649","$72,946,936","$6,092,983","$18,599,210","$302,218",$0,$0,"$10,034,519",$0,2015
2015,4826310,247903,La Vernia ISD,Wilson,"3,181","3,044.819","$29,545,544","$11,807,535","$1,597,844","$14,755,990","$1,384,175",39.96,5.41,49.94,4.68,"$23,204,265","$17,950,895","$5,253,370","$1,366,160","$531,753","$13,080,518","$408,648","$182,581","$275,324","$1,077,902","$817,402",$0,"$176,826","$802,984","$1,306,954","$1,221,771","$912,482","$2,236,484","$131,128","$566,239","$7,022","$35,181,559","$25,102,178",$0,"$9,764,418","$314,963","$16,820,723","$10,505,328","$85,056","$723,453","$4,034,105","$564,880","$93,045",$0,"$88,392",$0,$0,"$574,122",$0,"$152,342",1.3800,1.0400,0.3400,"$825,776,514","$259,597","$58,435,703","$716,312,152","$36,426,101","$5,456,083","$10,044,799","$292,932",$0,$0,"$15,206,866",$0,2015
2015,4835550,247904,Poth ISD,Wilson,823,778.874,"$8,557,437","$5,434,405","$409,580","$2,212,817","$500,635",63.51,4.79,25.86,5.85,"$8,009,896","$6,022,289","$1,987,607","$414,695","$2,610,419","$4,541,285","$66,175","$44,030","$212,263","$458,094","$184,173",$0,"$54,351","$187,190","$479,391","$535,984","$465,300","$636,519","$12,772","$132,369",$0,"$11,073,915","$11,035,010",$0,$0,"$38,905","$5,961,973","$3,241,818","$22,667","$365,734","$1,006,611","$119,066","$9,672",$0,"$70,154",$0,"$490,119","$428,589","$96,158","$111,385",1.1375,1.0400,0.0975,"$466,494,046","$566,821","$117,414,300","$81,942,055","$24,521,076","$206,317,186","$2,123,690","$601,702",$0,$0,"$5,150,219",$0,2015
2015,4841610,247906,Stockdale ISD,Wilson,832,769.133,"$9,769,007","$3,032,226","$196,714","$5,804,501","$735,566",31.04,2.01,59.42,7.53,"$8,060,741","$6,147,088","$1,913,653","$887,253","$63,838","$4,706,782","$74,932","$39,453","$56,854","$369,449","$273,892",$0,"$79,798","$358,599","$460,111","$307,785","$322,973","$871,181","$7,733","$125,439","$5,760","$9,128,725","$9,011,832",$0,$0,"$116,893","$5,953,258","$3,516,040","$16,829","$267,280","$1,112,733","$210,832","$8,006",$0,"$69,391",$0,"$232,287","$272,064","$67,219","$180,577",1.3400,1.0400,0.3000,"$189,350,038","$227,584","$33,152,578","$68,666,910","$21,581,911","$6,516,456","$3,632,690","$261,773",$0,$0,"$3,130,531",$0,2015
2015,4825560,248901,Kermit ISD,Winkler,"1,451","1,349.090","$19,210,037","$11,124,952","$1,300,802","$5,040,017","$1,744,266",57.91,6.77,26.24,9.08,"$17,078,005","$13,043,871","$4,035,134","$2,388,861","$301,225","$8,876,096","$104,705","$213,485","$238,840","$1,084,687","$770,327",$0,"$172,635","$246,654","$1,005,899","$818,057","$612,248","$2,240,393","$4,721","$689,258",$0,"$49,326,683","$19,769,091","$7,890","$28,914,531","$635,171","$12,612,332","$5,241,198","$122,405","$333,992","$2,401,848","$2,499,344","$824,568",$0,$0,$0,$0,"$663,923","$207,165","$317,889",1.2904,1.0701,0.2203,"$712,412,858","$490,981","$321,209,324","$89,148,764","$1,547,285","$436,687,311","$764,300","$564,758","$14,333",$0,"$6,681,916",$0,2015
2015,4846170,248902,Wink-Loving ISD,Winkler,407,369.471,"$15,684,056","$14,842,528","$231,521","$461,777","$148,230",94.63,1.48,2.94,0.95,"$6,943,903","$5,168,525","$2,131,668","$2,734,060","$11,111,409","$3,430,493","$72,919","$31,736","$22,603","$324,415","$64,143",$0,"$66,185","$107,128","$383,186","$655,326","$659,491","$1,126,278",$0,$0,$0,"$32,280,556","$21,145,662","$10,612,065",$0,"$522,829","$4,575,990","$3,273,636","$9,986","$160,579","$260,081","$391,369","$25,778",$0,$0,$0,$0,"$451,128",$0,"$3,433",1.3200,1.0400,0.2800,"$1,164,189,803","$2,860,417","$279,730,360","$11,162,730","$1,777,331","$875,942,287","$668,550","$3,493,382","$10,703,362",$0,"$11,040,215",$0,2015
2015,4808100,249901,Alvord ISD,Wise,692,649.006,"$8,522,743","$6,068,306","$232,948","$1,451,609","$769,880",71.2,2.73,17.03,9.03,"$7,225,510","$5,695,645","$1,529,865","$1,003,252","$478,985","$3,925,171","$145,037",$300,"$4,916","$435,634","$198,111",$0,"$79,630","$190,259","$446,604","$310,467","$305,195","$942,643","$31,545","$209,998",$0,"$16,847,700","$8,707,747",$0,"$7,900,000","$239,953","$5,160,599","$3,384,128","$73,497","$365,428","$730,218","$279,079","$8,822",$0,$0,$0,$0,"$259,011",$0,"$60,416",1.3540,1.1700,0.1840,"$436,650,191","$630,997","$112,263,100","$71,283,520","$10,967,870","$166,063,780","$3,244,420","$678,396","$151,649",$0,"$4,854,525",$0,2015
2015,4811010,249902,Boyd ISD,Wise,"1,153","1,062.360","$13,093,176","$10,652,185","$470,140","$1,445,051","$525,800",81.36,3.59,11.04,4.02,"$10,318,294","$8,107,244","$2,211,050","$1,824,467","$378,555","$5,750,180","$81,959","$117,393","$44,577","$660,628","$279,059",$0,"$105,160","$327,820","$643,536","$372,996","$515,069","$1,144,079","$20,335","$255,503",$0,"$13,236,750","$12,521,316","$118,086",$0,"$597,348","$7,736,644","$4,242,022","$209,368","$327,274","$761,664","$571,566","$112,475",$0,"$95,375",$0,"$662,131","$351,169","$132,172","$271,428",1.2200,1.0400,0.1800,"$786,732,190","$682,335","$218,326,160","$130,096,300","$9,256,740","$364,263,650","$6,979,280","$778,664","$117,905","$251,493","$7,307,822",$0,2015
2015,4811340,249903,Bridgeport ISD,Wise,"2,080","1,946.229","$25,590,413","$17,838,793","$2,088,943","$3,109,355","$2,553,322",69.71,8.16,12.15,9.98,"$22,116,029","$16,799,885","$5,316,144","$3,293,603","$1,808,727","$12,941,810","$208,661","$240,626","$101,603","$1,600,576","$771,371",$138,"$216,236","$788,822","$1,061,255","$878,077","$626,105","$2,384,024","$32,635","$264,090",$0,"$28,161,774","$27,218,359","$325,989",$0,"$617,426","$17,374,430","$8,836,873","$87,171","$646,714","$3,877,344","$1,689,129","$945,983","$47,205","$2,172","$132,213",$768,"$720,131","$201,999","$186,728",1.2328,1.0400,0.1928,"$1,369,900,577","$658,606","$793,835,770","$382,787,580","$24,427,820","$122,513,330","$6,368,370","$713,308","$325,892","$33,863","$12,826,813",$0,2015
2015,4813800,249904,Chico ISD,Wise,604,556.945,"$8,045,937","$6,303,229","$231,275","$1,049,418","$462,015",78.34,2.87,13.04,5.74,"$6,757,743","$5,194,425","$1,563,318","$1,174,383","$7,835","$4,003,249","$95,472",$255,$0,"$432,771","$71,593",$0,"$22,796","$136,596","$431,354","$460,800","$324,844","$762,513","$15,500",$0,$0,"$9,230,323","$7,939,961","$1,099,059",$0,"$191,303","$5,104,597","$3,421,306","$40,608","$259,374","$320,475","$262,249","$27,850",$0,"$13,000",$0,"$186,508","$422,065","$25,023","$126,139",1.2236,1.0400,0.1836,"$574,539,553","$951,224","$291,919,650","$118,241,690","$33,978,560","$85,925,870","$4,003,450","$1,059,462","$1,088,808","$408,220","$4,209,220",$0,2015
2015,4816500,249905,Decatur ISD,Wise,"2,999","2,828.283","$35,320,400","$26,028,037","$1,200,771","$5,951,005","$2,140,587",73.69,3.4,16.85,6.06,"$28,390,452","$22,371,020","$6,062,840","$5,823,104","$1,924,373","$15,879,932","$522,643","$149,682","$288,127","$1,672,756","$881,906",$0,"$252,715","$821,440","$1,390,276","$1,051,301","$1,159,432","$3,968,935","$130,987","$215,190","$5,130","$44,574,212","$36,181,337","$3,351,657","$4,644,240","$396,978","$20,388,006","$13,371,468","$89,948","$809,264","$2,768,848","$1,374,182","$205,167",$0,$0,$0,$0,"$902,947","$689,489","$176,693",1.2900,1.0400,0.2500,"$2,238,956,458","$746,568","$798,299,126","$469,317,820","$27,675,900","$795,921,320","$23,205,400","$828,173","$3,348,498","$3,061,435","$30,325,728",$0,2015
2015,4834260,249906,Paradise ISD,Wise,"1,127","1,067.345","$12,039,027","$5,253,525","$460,729","$5,913,847","$410,926",43.64,3.83,49.12,3.41,"$10,525,518","$8,342,131","$2,183,387","$1,408,653","$157,450","$5,985,947","$226,688","$133,513",$0,"$597,579","$314,083",$0,"$121,693","$222,167","$508,905","$599,818","$381,587","$1,073,459","$5,814","$354,265",$0,"$12,437,596","$12,091,621",$0,$0,"$345,975","$7,969,634","$5,360,911","$40,387","$491,240","$883,912","$528,574","$27,268",$0,$0,$0,$0,"$402,809","$128,884","$105,649",1.3400,1.0400,0.3000,"$380,333,993","$337,475","$81,305,370","$134,652,450","$8,059,720","$101,224,160","$3,505,100","$379,229",$0,"$532,725","$3,124,094",$0,2015
2015,4840470,249908,Slidell ISD,Wise,249,232.981,"$3,391,702","$2,527,468","$123,503","$504,065","$236,666",74.52,3.64,14.86,6.98,"$2,956,661","$2,328,906","$627,755","$283,486","$95,468","$1,768,246","$70,509",$430,"$3,000","$194,922","$2,400",$0,"$23,567","$116,352","$165,283","$138,386","$203,200","$238,515","$15,500","$16,351",$0,"$5,079,336","$3,335,615","$1,523,841",$0,"$219,880","$2,301,884","$1,556,319","$4,330","$111,359","$139,529","$273,061","$15,354",$0,$0,$0,"$52,194","$74,096","$25,289","$50,353",1.1250,1.0700,0.0550,"$339,516,106","$1,363,518","$100,541,561","$20,771,275","$8,060,058","$171,914,940","$1,579,739","$1,621,129","$1,511,892","$236,641","$883,651",$0,2015
2015,4822770,250902,Hawkins ISD,Wood,736,694.066,"$10,329,682","$8,214,018","$396,496","$1,178,609","$540,559",79.52,3.84,11.41,5.23,"$7,705,638","$5,832,005","$1,884,464","$2,160,802","$1,362,548","$4,155,373","$103,628","$118,664",$0,"$413,528","$118,143",$0,"$55,549","$175,762","$456,405","$542,828","$503,234","$916,139","$9,883","$136,050",$452,"$25,041,968","$11,239,819","$3,539,317","$9,808,718","$454,114","$5,395,849","$3,662,489","$19,883","$329,178","$457,452","$133,446","$4,862",$0,$0,$0,"$379,791","$359,902","$48,846",$0,1.2600,1.0300,0.2300,"$908,338,486","$1,234,156","$223,409,050","$146,035,422","$14,165,914","$519,521,620","$730,600","$1,353,996","$3,536,596","$512,064","$5,177,916",$0,2015
2015,4830930,250903,Mineola ISD,Wood,"1,587","1,484.189","$17,884,562","$6,293,346","$2,215,003","$6,752,125","$2,624,088",35.19,12.38,37.75,14.67,"$16,531,001","$12,995,375","$3,535,626","$36,423","$1,321,948","$9,776,453","$209,428","$176,323","$168,503","$797,665","$872,423",$0,"$166,454","$637,200","$667,061","$727,729","$574,314","$1,554,128","$20,611","$162,734","$19,975","$18,650,032","$17,889,372",$0,"$181,403","$579,257","$13,586,681","$6,955,867","$92,478","$525,548","$3,657,842","$126,134","$64,122",$0,$0,$0,"$1,215,031","$472,671","$183,081","$293,907",1.1700,1.1700,0.0000,"$546,195,942","$344,169","$135,152,312","$272,607,816","$11,390,494","$133,626,310","$6,936,720","$381,166",$0,$0,"$7,008,435",$0,2015
2015,4836300,250904,Quitman ISD,Wood,"1,098","1,047.239","$11,099,752","$5,327,104","$391,589","$4,620,969","$760,090",47.99,3.53,41.63,6.85,"$9,530,088","$7,459,346","$2,070,742","$294,800","$204,561","$5,286,875","$135,616","$3,525","$95,976","$582,450","$152,078",$0,"$84,812","$166,536","$479,001","$569,532","$464,092","$1,297,327","$1,425","$210,843",$0,"$10,405,324","$10,029,449",$0,$0,"$375,875","$7,020,081","$4,183,219","$22,252","$669,805","$620,004","$576,893","$19,802",$0,"$108,799",$0,"$198,778","$402,917","$113,398","$104,214",1.1100,1.0400,0.0700,"$464,275,345","$422,837","$69,684,055","$227,413,335","$26,871,446","$108,815,540","$2,598,480","$453,663",$0,$0,"$6,202,851",$0,2015
2015,4846590,250905,Yantis ISD,Wood,349,323.534,"$4,300,896","$3,318,684","$82,103","$593,050","$307,059",77.16,1.91,13.79,7.14,"$4,038,537","$3,068,255","$970,282","$166,845","$118,061","$2,361,679","$29,528","$11,490",$19,"$250,618","$86,102",$0,"$49,427","$63,808","$222,665","$103,504","$360,078","$462,895","$2,833","$33,891",$0,"$4,488,204","$4,323,443",$0,$0,"$164,761","$2,961,972","$1,867,599","$2,007","$252,425","$207,104","$223,889","$79,067",$0,"$7,000",$0,"$89,949","$79,556","$18,612","$134,764",1.1300,1.0400,0.0900,"$283,980,725","$813,698","$21,742,257","$222,470,592","$23,160,495","$19,401,180","$1,926,040","$881,798","$119,399","$230,967","$2,698,573",$0,2015
2015,4807650,250906,Alba-Golden ISD,Wood,853,792.752,"$8,601,773","$2,939,041","$619,810","$4,566,616","$476,306",34.17,7.21,53.09,5.54,"$7,432,963","$5,613,949","$1,819,014","$255,003","$420,534","$4,333,585","$64,464","$48,766",$149,"$321,877","$194,762",$0,"$30,273","$245,111","$397,877","$351,135","$550,452","$824,783","$20,804","$48,925",$0,"$8,352,485","$8,108,500",$0,$0,"$243,985","$5,410,355","$3,381,957","$10,491","$418,884","$401,617","$806,858","$2,507",$0,$0,$0,$0,"$198,309","$29,893","$159,839",1.1000,1.0400,0.0600,"$253,071,650","$296,684","$28,988,462","$173,477,162","$13,505,018","$11,947,060","$1,190,409","$341,397",$0,$0,"$4,764,518",$0,2015
2015,4846200,250907,Winnsboro ISD,Wood,"1,448","1,350.847","$13,470,341","$5,629,319","$426,160","$6,555,488","$859,374",41.79,3.16,48.67,6.38,"$12,097,826","$9,098,926","$3,019,128",$0,"$673,555","$7,074,478","$177,539","$23,538","$152,450","$635,114","$191,011",$0,"$70,500","$393,368","$617,565","$475,759","$467,542","$1,596,672","$74,191","$148,099",$0,"$13,262,096","$12,791,609",$0,$0,"$470,487","$8,940,451","$5,809,517","$59,639","$458,387","$993,706","$884,291","$59,472",$0,$0,"$108,312",$0,"$287,561","$125,178","$154,388",1.1700,1.1700,0.0000,"$436,765,477","$301,634","$136,680,438","$184,492,675","$26,506,219","$30,466,128","$1,349,720","$328,894",$0,$0,"$5,535,358",$0,2015
2015,4816770,251901,Denver City ISD,Yoakum,"1,754","1,607.033","$27,057,493","$21,161,629","$677,832","$4,099,682","$1,118,350",78.21,2.51,15.15,4.13,"$18,120,924","$13,805,255","$4,315,669","$3,720,576","$7,753,299","$9,546,675","$254,158","$210,175","$30,219","$1,077,727","$471,447",$0,"$192,361","$378,626","$1,207,774","$1,207,188","$933,316","$2,229,116","$54,364","$300,637","$27,141","$47,303,626","$29,594,799","$17,599,107",$0,"$109,720","$12,583,930","$8,119,557","$42,546","$671,298","$871,772","$1,023,070","$251,376",$0,$0,$0,"$198,399","$908,797","$147,543","$349,572",1.2533,1.0400,0.2133,"$3,006,023,705","$1,713,811","$448,079,846","$106,636,290","$18,364,284","$2,495,505,893","$3,707,459","$2,017,338","$17,603,412","$2,618,707","$55,671,922",$0,2015
2015,4835040,251902,Plains ISD,Yoakum,454,434.245,"$10,419,850","$8,437,864","$274,869","$1,288,176","$418,941",80.98,2.64,12.36,4.02,"$6,719,973","$5,092,236","$1,627,737","$3,698,915","$10,245,595","$3,577,500","$26,156","$1,137",$0,"$378,898","$75,570",$0,"$67,914","$166,077","$259,059","$497,563","$544,948","$949,037","$1,631","$174,471",$12,"$27,066,498","$20,664,483","$6,318,102",$0,"$83,913","$5,652,135","$3,939,500","$10,731","$151,824","$364,547","$246,488","$30,594",$0,$0,$0,"$505,727","$365,834",$0,"$36,890",1.2879,0.9779,0.3100,"$1,126,567,056","$2,481,425","$90,612,433","$29,861,657","$57,800,015","$941,567,728","$253,941","$2,637,250","$6,387,255","$690,289","$11,783,037",$0,2015
2015,4821360,252901,Graham ISD,Young,"2,494","2,325.691","$25,136,555","$10,250,706","$762,589","$12,339,867","$1,783,393",40.78,3.03,49.09,7.09,"$20,960,766","$16,742,369","$4,283,328","$2,529,717","$524,865","$12,623,745","$221,550","$296,420","$254,158","$1,024,746","$578,114",$0,"$91,676","$526,282","$1,170,219","$867,496","$815,271","$2,291,480","$4,551","$195,058",$0,"$24,260,375","$24,080,279",$0,$0,"$180,096","$15,878,757","$9,349,407","$146,684","$1,088,174","$2,390,928","$656,880","$117,733",$0,$0,$0,"$984,680","$706,714","$137,348","$300,209",1.3470,1.0400,0.3070,"$748,794,790","$300,238","$293,360,278","$362,735,501","$47,122,673","$136,327,285","$4,791,840","$331,027",$0,$0,"$9,640,812",$0,2015
2015,4832700,252902,Newcastle ISD,Young,210,194.812,"$3,003,425","$1,436,617","$64,997","$1,364,878","$136,933",47.83,2.16,45.44,4.56,"$2,113,112","$1,525,153","$587,959","$55,698","$49,147","$1,375,354","$15,022","$9,207",$0,"$92,001","$8,100",$0,"$6,852","$32,429","$124,010","$97,726","$177,740","$145,438",$0,"$29,233",$0,"$2,278,300","$2,217,957",$0,$0,"$60,343","$1,622,095","$962,447","$13,759","$137,952","$188,858","$31,057","$10,931",$0,$0,$0,"$116,881","$78,775","$26,620","$54,815",1.5600,1.1700,0.3900,"$77,460,627","$368,860","$13,472,600","$9,134,910","$17,024,170","$36,613,510","$479,720","$417,531",$0,$0,"$2,870,048",$0,2015
2015,4833630,252903,Olney ISD,Young,725,653.579,"$11,355,309","$4,120,109","$572,732","$5,496,037","$1,166,431",36.28,5.04,48.4,10.27,"$9,089,293","$7,052,450","$2,036,843","$2,395,094","$1,804,943","$5,234,835","$137,160","$97,774","$170,922","$393,259","$543,077",$0,"$49,199","$112,011","$405,747","$406,673","$528,391","$821,296","$38,404","$34,534","$116,011","$13,758,488","$13,289,330",$0,$0,"$469,158","$6,739,544","$3,468,554","$34,022","$355,192","$1,522,845","$137,909","$15,757",$0,$0,$0,"$750,568","$278,471","$67,363","$108,863",1.3600,1.1700,0.1900,"$562,969,933","$776,510","$381,824,906","$60,927,940","$26,649,310","$92,063,120","$443,910","$877,114",$0,$0,"$11,121,896",$0,2015
2015,4846710,253901,Zapata County ISD,Zapata,"3,677","3,240.969","$42,778,442","$15,303,228","$1,163,880","$19,628,206","$6,683,128",35.77,2.72,45.88,15.62,"$41,287,539","$30,994,884","$10,440,919","$327,180","$5,091,522","$20,656,837","$433,986","$1,055,657","$1,014,816","$2,387,525","$1,390,815","$116,625","$325,550","$1,159,132","$2,555,129","$1,618,631","$1,550,328","$5,251,095","$745,446","$907,219","$118,748","$47,349,165","$46,854,505",$0,$0,"$494,660","$28,401,737","$15,224,348","$47,518","$1,200,520","$3,416,646","$1,253,659","$633,958",$0,"$656,259",$0,"$4,217,656","$1,001,429","$180,271","$569,473",1.0400,1.0400,0.0000,"$1,365,456,820","$371,351","$286,646,854","$311,220,854","$49,077,999","$760,300,501","$1,961,885","$439,707",$0,"$5,064,696","$22,711,113",$0,2015
2015,4815930,254901,Crystal City ISD,Zavala,"2,011","1,823.789","$28,506,503","$10,723,819","$778,495","$12,740,361","$4,263,828",37.62,2.73,44.69,14.96,"$22,954,959","$16,837,747","$6,154,011","$2,093,592","$1,353,804","$11,457,205","$380,202","$478,569","$633,441","$1,202,277","$819,671","$127,373","$187,947","$603,340","$1,516,992","$1,106,695","$1,004,236","$2,955,921","$235,049","$140,816","$105,225","$43,550,696","$26,439,154",$0,"$16,763,675","$347,867","$16,142,647","$9,199,001","$37,563","$769,322","$1,703,769","$2,969,885","$29,753","$36,090",$0,"$354,730",$0,"$840,282","$72,217","$130,035",1.2518,1.0847,0.1671,"$476,371,456","$236,883","$105,441,870","$78,923,339","$41,048,839","$254,166,881","$4,849,150","$269,174",$0,$0,"$45,691,472",$0,2015
2015,4826250,254902,La Pryor ISD,Zavala,483,445.610,"$7,184,576","$957,554","$69,959","$5,112,268","$1,044,795",13.33,0.97,71.16,14.54,"$6,438,129","$4,615,745","$1,822,384","$518,575","$725,635","$3,251,031","$7,201","$30,139","$121,426","$302,226","$160,069","$22,864","$39,584","$84,163","$388,832","$386,241","$641,864","$817,835","$21,000","$137,427","$26,227","$7,682,339","$7,682,339",$0,$0,$0,"$4,242,615","$2,174,933","$1,721","$157,835","$420,757","$953,520","$1,760",$0,$0,$0,$0,"$300,119","$22,624","$209,346",1.2332,1.1332,0.1000,"$63,444,123","$131,354","$17,423,710","$16,053,800","$17,837,372","$1,080,447","$1,770,960","$157,041",$0,$0,"$1,604,179",$0,2015
2016,4813200,001902,Cayuga ISD,Anderson,568,550.326,"$8,700,751","$2,766,961","$594,971","$3,512,487","$1,826,332",31.8,6.84,40.37,20.99,"$8,477,093","$6,023,417","$2,453,676",$0,"$92,180","$4,750,155","$68,311","$7,226","$235,055","$297,029","$984,007",$0,"$40,712","$258,738","$277,660","$433,883","$289,955","$648,032",$472,"$185,858",$0,"$8,784,068","$8,569,273",$0,"$5,757","$209,038","$6,888,752","$2,928,759","$11,068","$248,589","$3,064,542","$279,104","$1,234",$0,$70,$0,$0,"$297,742","$57,644",$0,1.0400,1.0400,0.0000,"$280,031,557","$493,013","$169,783,437","$24,802,322","$10,806,964","$15,620,214","$5,357,856","$484,899",$0,"$233,548","$2,051,660",$0,2016
2016,4818390,001903,Elkhart ISD,Anderson,"1,244","1,158.018","$12,299,529","$3,678,498","$371,271","$7,526,079","$723,681",29.91,3.02,61.19,5.88,"$11,137,953","$8,706,380","$2,432,419","$1,060,294","$604,324","$6,535,726","$170,437","$33,888","$72,586","$592,293","$190,128",$0,"$42,257","$401,471","$502,930","$667,192","$574,498","$1,195,636",$0,"$158,461",$450,"$13,132,305","$12,803,417",$0,$0,"$328,888","$8,316,464","$5,299,526","$11,516","$464,209","$1,373,139",$0,$0,$0,$0,$0,"$660,177","$417,147","$90,750",$0,1.3600,1.1700,0.1900,"$305,695,522","$245,736","$57,140,420","$87,289,535","$9,811,814","$52,883,804","$9,616,053","$231,023",$0,$0,"$3,248,352",$0,2016
2016,4819770,001904,Frankston ISD,Anderson,841,780.154,"$9,379,397","$3,726,322","$321,955","$4,755,904","$575,216",39.73,3.43,50.71,6.13,"$7,711,916","$6,012,740","$1,717,105","$948,057","$156,163","$4,099,594","$100,627","$132,420",$0,"$444,914","$147,759",$0,"$90,918","$29,375","$447,661","$638,510","$374,513","$919,352","$45,541","$240,732",$0,"$13,890,941","$8,834,065",$0,"$4,824,090","$232,786","$5,589,192","$3,275,560","$12,667","$397,711","$777,037",$0,$0,$0,$0,"$20,777","$524,667","$379,791","$72,526","$128,456",1.5700,1.1700,0.4000,"$267,815,625","$318,449","$57,163,202","$138,677,841","$13,219,088","$34,905,998","$6,223,968","$332,015",$0,$0,"$3,511,783",$0,2016
